0	0	0.0
0	1	0.0
0	2	0.0
0	3	0.0
0	4	0.0
0	5	0.0
0	6	0.0
0	7	0.0
0	8	0.0
0	9	0.0
0	10	0.0
0	11	0.0
0	12	0.0
0	13	0.0
0	14	0.0
0	15	0.0
0	16	0.0
0	17	0.0
0	18	0.0
0	19	0.0
0	20	0.0
0	21	0.0
0	22	0.0
0	23	0.0
0	24	0.0
0	25	0.0
0	26	0.0
0	27	0.0
0	28	0.0
0	29	0.0
0	30	0.0
0	31	0.0
0	32	0.0
0	33	0.0
0	34	0.0
0	35	0.0
0	36	0.0
0	37	0.0
0	38	0.0
0	39	0.0
0	40	0.0

1	0	0.0
1	1	0.0
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
1	6	0.0
1	7	0.0
1	8	0.0
1	9	0.0
1	10	0.0
1	11	1.01837672281776
1	12	2.02441505595117
1	13	3.02130898021309
1	14	4.01215805471125
1	15	5.0
1	16	5.98784194528875
1	17	6.97869101978691
1	18	7.97558494404883
1	19	8.98162327718224
1	20	10.0
1	21	10.0
1	22	10.0
1	23	10.0
1	24	10.0
1	25	10.0
1	26	10.0
1	27	10.0
1	28	10.0
1	29	10.0
1	30	10.0
1	31	10.0
1	32	10.0
1	33	10.0
1	34	10.0
1	35	10.0
1	36	10.0
1	37	10.0
1	38	10.0
1	39	10.0
1	40	0.0

2	0	0.0
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
2	8	0.0
2	9	0.0
2	10	0.0
2	11	1.03753910323254
2	12	2.04968944099379
2	13	3.043254376931
2	14	4.02464065708419
2	15	5.0
2	16	5.97535934291581
2	17	6.956745623069
2	18	7.95031055900621
2	19	8.96246089676746
2	20	10.0
2	21	10.0
2	22	10.0
2	23	10.0
2	24	10.0
2	25	10.0
2	26	10.0
2	27	10.0
2	28	10.0
2	29	10.0
2	30	10.0
2	31	10.0
2	32	10.0
2	33	10.0
2	34	10.0
2	35	10.0
2	36	10.0
2	37	10.0
2	38	10.0
2	39	10.0
2	40	0.0

3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
3	9	0.0
3	10	0.0
3	11	1.05753862546617
3	12	2.07586933614331
3	13	3.06586513329848
3	14	4.03746097814776
3	15	5.0
3	16	5.96253902185224
3	17	6.93413486670152
3	18	7.92413066385669
3	19	8.94246137453383
3	20	10.0
3	21	10.0
3	22	10.0
3	23	10.0
3	24	10.0
3	25	10.0
3	26	10.0
3	27	10.0
3	28	10.0
3	29	10.0
3	30	10.0
3	31	10.0
3	32	10.0
3	33	10.0
3	34	10.0
3	35	10.0
3	36	10.0
3	37	10.0
3	38	10.0
3	39	10.0
3	40	0.0

4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
4	8	0.0
4	9	0.0
4	10	0.0
4	11	1.07843137254902
4	12	2.10300429184549
4	13	3.08917197452229
4	14	4.05063291139241
4	15	5.0
4	16	5.94936708860759
4	17	6.91082802547771
4	18	7.89699570815451
4	19	8.92156862745098
4	20	10.0
4	21	10.0
4	22	10.0
4	23	10.0
4	24	10.0
4	25	10.0
4	26	10.0
4	27	10.0
4	28	10.0
4	29	10.0
4	30	10.0
4	31	10.0
4	32	10.0
4	33	10.0
4	34	10.0
4	35	10.0
4	36	10.0
4	37	10.0
4	38	10.0
4	39	10.0
4	40	0.0

5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	0.0
5	9	0.0
5	10	0.0
5	11	1.10027855153203
5	12	2.13114754098361
5	13	3.11320754716981
5	14	4.06417112299465
5	15	5.0
5	16	5.93582887700535
5	17	6.88679245283019
5	18	7.86885245901639
5	19	8.89972144846796
5	20	10.0
5	21	10.0
5	22	10.0
5	23	10.0
5	24	10.0
5	25	10.0
5	26	10.0
5	27	10.0
5	28	10.0
5	29	10.0
5	30	10.0
5	31	10.0
5	32	10.0
5	33	10.0
5	34	10.0
5	35	10.0
5	36	10.0
5	37	10.0
5	38	10.0
5	39	10.0
5	40	0.0

6	0	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	0.0
6	8	0.0
6	9	0.0
6	10	0.0
6	11	1.12314709236032
6	12	2.16035634743875
6	13	3.13800657174151
6	14	4.07809110629067
6	15	5.0
6	16	5.92190889370933
6	17	6.86199342825849
6	18	7.83964365256125
6	19	8.87685290763968
6	20	10.0
6	21	10.0
6	22	10.0
6	23	10.0
6	24	10.0
6	25	10.0
6	26	10.0
6	27	10.0
6	28	10.0
6	29	10.0
6	30	10.0
6	31	10.0
6	32	10.0
6	33	10.0
6	34	10.0
6	35	10.0
6	36	10.0
6	37	10.0
6	38	10.0
6	39	10.0
6	40	0.0

7	0	0.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	0.0
7	6	0.0
7	7	0.0
7	8	0.0
7	9	0.0
7	10	0.0
7	11	1.14711033274956
7	12	2.19069239500568
7	13	3.16360601001669
7	14	4.09240924092409
7	15	5.0
7	16	5.90759075907591
7	17	6.83639398998331
7	18	7.80930760499432
7	19	8.85288966725044
7	20	10.0
7	21	10.0
7	22	10.0
7	23	10.0
7	24	10.0
7	25	10.0
7	26	10.0
7	27	10.0
7	28	10.0
7	29	10.0
7	30	10.0
7	31	10.0
7	32	10.0
7	33	10.0
7	34	10.0
7	35	10.0
7	36	10.0
7	37	10.0
7	38	10.0
7	39	10.0
7	40	0.0

8	0	0.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
8	5	0.0
8	6	0.0
8	7	0.0
8	8	0.0
8	9	0.0
8	10	0.0
8	11	1.17224880382775
8	12	2.22222222222222
8	13	3.19004524886878
8	14	4.10714285714286
8	15	5.0
8	16	5.89285714285714
8	17	6.80995475113122
8	18	7.77777777777778
8	19	8.82775119617225
8	20	10.0
8	21	10.0
8	22	10.0
8	23	10.0
8	24	10.0
8	25	10.0
8	26	10.0
8	27	10.0
8	28	10.0
8	29	10.0
8	30	10.0
8	31	10.0
8	32	10.0
8	33	10.0
8	34	10.0
8	35	10.0
8	36	10.0
8	37	10.0
8	38	10.0
8	39	10.0
8	40	0.0

9	0	0.0
9	1	0.0
9	2	0.0
9	3	0.0
9	4	0.0
9	5	0.0
9	6	0.0
9	7	0.0
9	8	0.0
9	9	0.0
9	10	0.0
9	11	1.19865113427345
9	12	2.25501770956316
9	13	3.21736630247268
9	14	4.12231030577576
9	15	5.0
9	16	5.87768969422423
9	17	6.78263369752731
9	18	7.74498229043684
9	19	8.80134886572655
9	20	10.0
9	21	10.0
9	22	10.0
9	23	10.0
9	24	10.0
9	25	10.0
9	26	10.0
9	27	10.0
9	28	10.0
9	29	10.0
9	30	10.0
9	31	10.0
9	32	10.0
9	33	10.0
9	34	10.0
9	35	10.0
9	36	10.0
9	37	10.0
9	38	10.0
9	39	10.0
9	40	0.0

10	0	0.0
10	1	0.0
10	2	0.0
10	3	0.0
10	4	0.0
10	5	0.0
10	6	0.0
10	7	0.0
10	8	0.0
10	9	0.0
10	10	0.0
10	11	1.22641509433962
10	12	2.28915662650602
10	13	3.24561403508772
10	14	4.13793103448276
10	15	5.0
10	16	5.86206896551724
10	17	6.75438596491228
10	18	7.71084337349397
10	19	8.77358490566038
10	20	10.0
10	21	10.0
10	22	10.0
10	23	10.0
10	24	10.0
10	25	10.0
10	26	10.0
10	27	10.0
